date,ndvi
2000-02-18,0.48205750652225454
2000-03-05,0.47616010751838067
2000-03-21,0.4838060716262155
2000-04-06,0.49597648035417796
2000-04-22,0.46860626136453465
2000-05-08,0.4564370543125938
2000-05-24,0.401324942683216
2000-06-09,0.40832495058897933
2000-06-25,0.37053625583050037
2000-07-11,0.37535759348565084
2000-07-27,0.32435119772314014
2000-08-12,0.2942674915013043
2000-08-28,0.2725065459720136
2000-09-13,0.3467703850106726
2000-09-29,0.3565852873744958
2000-10-15,0.3672983714127597
2000-10-31,0.2986689810426539
2000-11-16,0.45032688783570285
2000-12-02,0.494897589885421
2000-12-18,0.4815133939154486
2001-01-01,0.4702663665086887
2001-01-17,0.4993713586097943
2001-02-02,0.48516710411890246
2001-02-18,0.46021603288797497
2001-03-06,0.4692359791287847
2001-03-22,0.4825542730650641
2001-04-07,0.44095575934856496
2001-04-23,0.46491398529527994
2001-05-09,0.44661060953435033
2001-05-25,0.4444067119930426
2001-06-10,0.4149584077792708
2001-06-26,0.3601646612380424
2001-07-12,0.3550081903707802
2001-07-28,0.34969594434342627
2001-08-13,0.3262624397185548
2001-08-29,0.3369811842833424
2001-09-14,0.1933556961024586
2001-09-30,0.3494285714285713
2001-10-16,0.3712906553877776
2001-11-01,0.43914194312796206
2001-11-17,0.5484091311216428
2001-12-03,0.45058382457526686
2001-12-19,0.33966537337020947
2002-01-01,0.5466885860979462
2002-01-17,0.4811192101105845
2002-02-02,0.5638589611827021
2002-02-18,0.4845672385168784
2002-03-06,0.5006828840224521
2002-03-22,0.45132055498458357
2002-04-07,0.4382801486283499
2002-04-23,0.4637721084670723
2002-05-09,0.45301771681555847
2002-05-25,0.4505349830026088
2002-06-10,0.420184979049727
2002-06-26,0.395801502095027
2002-07-12,0.3818356312751994
2002-07-28,0.360512222310064
2002-08-13,0.335503494347379
2002-08-29,0.3321288718475767
2002-09-14,0.3452982765436001
2002-09-30,0.3574500197644081
2002-10-16,0.3619500513874612
2002-11-01,0.37745560031595565
2002-11-17,0.44381431279620837
2002-12-03,0.5028394813819271
2002-12-19,0.49556613196365096
2003-01-01,0.471794078583287
2003-01-17,0.4827338151658767
2003-02-02,0.4574679026009959
2003-02-18,0.450766621867341
2003-03-06,0.47050721005613066
2003-03-22,0.4840427464621708
2003-04-07,0.43219087674914997
2003-04-23,0.4704633251640444
2003-05-09,0.44632234959285305
2003-05-25,0.39226632935409894
2003-06-10,0.4008501699739108
2003-06-26,0.34822764645426507
2003-07-12,0.3209071468100245
2003-07-28,0.3269201992252351
2003-08-13,0.3155969167523125
2003-08-29,0.3114646928610956
2003-09-14,0.32053425567238514
2003-09-30,0.3282521859435527
2003-10-16,0.32396173610562085
2003-11-01,0.3649925355450236
2003-11-17,0.35590609794628747
2003-12-03,0.3983470881074675
2003-12-19,0.4171214697747928
2004-01-01,0.43311722748815157
2004-01-17,0.4788846682464454
2004-02-02,0.3685659735947505
2004-02-18,0.4698843782117163
2004-03-05,0.4688177563443749
2004-03-21,0.5123223021582731
2004-04-06,0.48950943157561844
2004-04-22,0.5012057949244997
2004-05-08,0.489067538935884
2004-05-24,0.4998637125464463
2004-06-09,0.43554767965847085
2004-06-25,0.4367958969088464
2004-07-11,0.46623556802909305
2004-07-27,0.41347086726223387
2004-08-12,0.36736500909162767
2004-08-28,0.3635358921653884
2004-09-13,0.3495780298837851
2004-09-29,0.3299514823306189
2004-10-15,0.376125235196458
2004-10-31,0.3630886255924168
2004-11-16,0.4195968246445496
2004-12-02,0.34801153694192033
2004-12-18,0.48473122086131987
2005-01-01,0.4893998025276458
2005-01-17,0.44557182464454964
2005-02-02,0.5051098189580201
2005-02-18,0.5173713178907421
2005-03-06,0.4887047750810339
2005-03-22,0.5074126017867022
2005-04-07,0.47969003873824
2005-04-23,0.49215499248952466
2005-05-09,0.45759321685508714
2005-05-25,0.49413603446912785
2005-06-10,0.46849363586054216
2005-06-26,0.4684821013518853
2005-07-12,0.42057846470076676
2005-07-28,0.4032133686457426
2005-08-13,0.3896686299312198
2005-08-29,0.38791374021661773
2005-09-14,0.41550836429757293
2005-09-30,0.3623317811684717
2005-10-16,0.40027135741955866
2005-11-01,0.4274919984202209
2005-11-17,0.36716014218009463
2005-12-03,0.13863794547609642
2005-12-19,0.4680563255630188
2006-01-01,0.4564579383886255
2006-01-17,0.4401508530805685
2006-02-02,0.4148552691912402
2006-02-18,0.4201478298679736
2006-03-06,0.4999965688987271
2006-03-22,0.48413220807969
2006-04-07,0.5214334809075815
2006-04-23,0.5075038263894379
2006-05-09,0.4816718238595935
2006-05-25,0.43893414499169875
2006-06-10,0.4168111471262548
2006-06-26,0.3851969246580756
2006-07-12,0.3661422563048462
2006-07-28,0.2988265554589294
2006-08-13,0.3240241442011226
2006-08-29,0.335665752233378
2006-09-14,0.3179203494347378
2006-09-30,0.36576949165941963
2006-10-16,0.3040054945054946
2006-11-01,0.48400135860979443
2006-11-17,0.48225913112164287
2006-12-03,0.4441834689845912
2006-12-19,0.4879101935993681
2007-01-01,0.2976229383886256
2007-01-17,0.4864222669826222
2007-02-02,0.4703496798165861
2007-02-18,0.5070500513874613
2007-03-06,0.4711514744248556
2007-03-22,0.4598251956676416
2007-04-07,0.47116544390860926
2007-04-23,0.4772180409518538
2007-05-09,0.45115508735868426
2007-05-25,0.4052946240809548
2007-06-10,0.42806912008854425
2007-06-26,0.37360668036998956
2007-07-12,0.37601283895960147
2007-07-28,0.3665891137639337
2007-08-13,0.3502953751284686
2007-08-29,0.35185046248715307
2007-09-14,0.3386489999209423
2007-09-30,0.337679413392363
2007-10-16,0.3493380188157165
2007-11-01,0.3838853317535545
2007-11-17,0.4250968325434437
2007-12-03,0.4286893480837614
2007-12-19,0.4549465349664167
2008-01-01,0.4310541706161136
2008-01-17,0.42627879146919423
2008-02-02,0.4514883943394734
2008-02-18,0.4690633646928611
2008-03-05,0.42768613329116917
2008-03-21,0.4811812712467388
2008-04-06,0.4644528816507232
2008-04-22,0.46637097794292015
2008-05-08,0.4858293145703215
